Government Transfers,,
"for the Fiscal Year Ended March 31, 2019",,
"(Details of payees receiving $25,000 or more)",,
,,
NAME,MINISTRY,AMOUNT
KITSELAS FIRST NATION,"Forests, Lands, Natural Resource Operations and Rural Development","447,200"
KITSELAS FIRST NATION,Indigenous Relations and Reconciliation,"12,557,761"
KITSELAS FIRST NATION,Municipal Affairs and Housing,"29,860"
KITSELAS INDIAN BAND,Environment and Climate Change Strategy,"15,000"
KITSELAS INDIAN BAND,Indigenous Relations and Reconciliation,"140,648"
KITSILANO AREA CHILD CARE SOCIETY,Attorney General,"8,750"
KITSILANO AREA CHILD CARE SOCIETY,Children and Family Development,"94,860"
KITSILANO FIGURE SKATING CLUB,Attorney General,"30,000"
KITSILANO SECONDARY SCHOOL P A C,Attorney General,"32,880"
KITSILANO WAR MEMORIAL COMMUNITY CENTRE ASSOCIATION,Children and Family Development,"82,838"
KITSUMKALUM FIRST NATION,Indigenous Relations and Reconciliation,"91,254"
KITSUMKALUM INDIAN BAND,"Advanced Education, Skills and Training","12,285"
KITSUMKALUM INDIAN BAND,Children and Family Development,"13,882"
KITSUMKALUM INDIAN BAND,"Energy, Mines and Petroleum Resources","80,229"
KITSUMKALUM INDIAN BAND,Environment and Climate Change Strategy,"21,500"
KITSUMKALUM INDIAN BAND,"Forests, Lands, Natural Resource Operations and Rural Development","128,600"
KITSUMKALUM INDIAN BAND,Indigenous Relations and Reconciliation,"572,567"
KITSUMKALUM INDIAN BAND,Municipal Affairs and Housing,"10,806"
KITTY CAT P.A.L. SOCIETY,Attorney General,"25,000"
KIWANIS ARTS CENTRE SOCIETY,Children and Family Development,"44,759"
KIWANIS CARE CENTRE,Social Development and Poverty Reduction,"52,457"
KIWANIS CLUB OF CLEARBROOK,Attorney General,"27,700"
KIWANIS CLUB OF GOLDEN EARS MAPLE RIDGE,Attorney General,"45,000"
KIWANIS CLUB OF KELOWNA–SUMMIT,Attorney General,"28,000"
KIWANIS CLUB OF POWELL RIVER,Attorney General,"25,000"
KIWANIS CLUB OF SARDIS,Attorney General,"45,000"
KIWANIS LODGE,Social Development and Poverty Reduction,"41,394"
KIWANIS PERFORMING ARTS CENTRE,Attorney General,"37,850"
KIWASSA NEIGHBOURHOOD SERVICES ASSOCIATION,Attorney General,"100,000"
KIWASSA NEIGHBOURHOOD SERVICES ASSOCIATION,Children and Family Development,"1,751,170"
KIWASSA NEIGHBOURHOOD SERVICES ASSOCIATION,"Tourism, Arts and Culture","4,000"
KIWI CHILDCARE CENTRE INC.,Children and Family Development,"141,242"
KI–LOW–NA FRIENDSHIP SOCIETY,"Advanced Education, Skills and Training","7,434"
KI–LOW–NA FRIENDSHIP SOCIETY,Children and Family Development,"898,887"
KI–LOW–NA FRIENDSHIP SOCIETY,Indigenous Relations and Reconciliation,"4,746"
KI–LOW–NA FRIENDSHIP SOCIETY,"Jobs, Trade and Technology","18,750"
KLAHOOSE FIRST NATION,Environment and Climate Change Strategy,"2,500"
KLAHOOSE FIRST NATION,Indigenous Relations and Reconciliation,"391,537"
"KLASSEN, GARY & KLASSEN, LAYNE",Agriculture,"76,530"
"KLASSEN, HILDA & KLASSEN, ARMIN",Children and Family Development,"58,521"
"KLEES, EVELYN",Children and Family Development,"38,287"
KLEOS OPEN LEARNING LTD.,Children and Family Development,"424,030"
"KLIEWER, MARCUS","Tourism, Arts and Culture","25,000"
"KLINGLER, RACHEL S",Children and Family Development,"32,705"
KLN BEHAVIORAL CONSULTING LTD.,Children and Family Development,"184,796"
KLONDIKE CONTRACTING CORPORATION,"Advanced Education, Skills and Training","37,440"
"KLUGHART, MARLENE",Children and Family Development,"56,554"
"KLUGHART, SHERRYLYNN",Children and Family Development,"116,913"
KLUSKUS MANAGEMENT HOLDINGS LTD.,Indigenous Relations and Reconciliation,"435,971"
"KLYN, VIVIAN & KLYN, JEFFREY",Children and Family Development,"131,179"
"KMET, ADRIANNE",Children and Family Development,"39,730"
"KNAPP, SHELLY A & KNAPP, LESLIE A & KNAPP, GREG",Children and Family Development,"60,867"
"KNAUF, LISA SARA ANN & KNAUF, BRYNDON DAVID COLIN",Children and Family Development,"79,349"
"KNIGHT, ASZA CHRISTINE",Children and Family Development,"31,485"
KNIGHTS OF COLUMBUS,Attorney General,"493,600"
"KNOTT, CINDY",Children and Family Development,"52,548"
KNOWLEDGE NETWORK CORPORATION,"Tourism, Arts and Culture","6,861,531"
"KNOX, JAMES S","Tourism, Arts and Culture","25,000"
KNUCWENTWECW SOCIETY,Children and Family Development,"729,735"
"KNUTSON, KAREN ELIZABETH",Children and Family Development,"89,257"
"KOBAYASHI, MARY ELLEN",Children and Family Development,"82,905"
"KOCH, KAREN",Children and Family Development,"44,189"
"KOEHLER, GERALD & DUARTE, TAMMY",Children and Family Development,"25,195"
"KOHNEN, THERESA C",Children and Family Development,"70,713"
KOKORO DANCE THEATRE SOCIETY,Attorney General,"35,000"
KOKORO DANCE THEATRE SOCIETY,"Tourism, Arts and Culture","84,500"
"KOLKE, LINDA D & WHITNEY, GORDON W",Children and Family Development,"28,938"
"KOLKEMA, HERMAN & KOLKEMA, BARBARA",Children and Family Development,"63,818"
KOLUMBIA INN DAYCARE SOCIETY (K I D S),Children and Family Development,"253,560"
"KOMAIJANI, AKRAM",Children and Family Development,"54,819"
"KONG, JIN YIP & YONG, CHEW PENG KRISTIN",Children and Family Development,"25,256"
"KONG, YUK CHING",Children and Family Development,"31,252"
KOOTENAI COMMUNITY CENTRE SOCIETY,Children and Family Development,"55,330"
KOOTENAI COMMUNITY CENTRE SOCIETY,Public Safety and Solicitor General,"48,743"
KOOTENAY ADAPTIVE SPORT ASSOCIATION,"Forests, Lands, Natural Resource Operations and Rural Development","10,000"
KOOTENAY ADAPTIVE SPORT ASSOCIATION,Social Development and Poverty Reduction,"38,126"
KOOTENAY ASSOCIATION FOR SCIENCE AND TECHNOLOGY,"Forests, Lands, Natural Resource Operations and Rural Development","100,000"
KOOTENAY BOUNDARY COMMUNITY SERVICES CO–OPERATIVE,Children and Family Development,"110,487"
KOOTENAY CAREER DEVELOPMENT SOCIETY,"Advanced Education, Skills and Training","542,157"
KOOTENAY CAREER DEVELOPMENT SOCIETY,Social Development and Poverty Reduction,"5,202,019"
KOOTENAY EMPLOYMENT SERVICES SOCIETY,"Advanced Education, Skills and Training","255,794"
KOOTENAY EMPLOYMENT SERVICES SOCIETY,Children and Family Development,"25,241"
KOOTENAY EMPLOYMENT SERVICES SOCIETY,Social Development and Poverty Reduction,"1,883,742"
KOOTENAY ENTERPRISES INC.,Social Development and Poverty Reduction,"29,032"
KOOTENAY FAMILY PLACE,Attorney General,"30,000"
KOOTENAY FAMILY PLACE,Children and Family Development,"2,260,423"
KOOTENAY FAMILY PLACE,"Tourism, Arts and Culture","4,000"
KOOTENAY GALLERY OF ART HISTORY & SCIENCE,Attorney General,"12,500"
KOOTENAY GALLERY OF ART HISTORY & SCIENCE,"Tourism, Arts and Culture","20,700"
KOOTENAY KIDS SOCIETY,Attorney General,"61,800"
KOOTENAY KIDS SOCIETY,Children and Family Development,"822,256"
KOOTENAY LAKE INDEPENDENT SCHOOL SOCIETY,Attorney General,"4,200"
KOOTENAY LAKE INDEPENDENT SCHOOL SOCIETY,Children and Family Development,"21,270"
KOOTENAY LIBRARY FEDERATION,Education,"226,000"
KOOTENAY LIVESTOCK ASSOCIATION,Agriculture,"150,000"
KOOTENAY LIVESTOCK ASSOCIATION,"Forests, Lands, Natural Resource Operations and Rural Development","110,000"
KOOTENAY SOCIETY FOR COMMUNITY LIVING,Children and Family Development,"146,431"
KOPAR ADMINISTRATION LTD.,Social Development and Poverty Reduction,"6,272,902"
KOPERNIK LODGE,Social Development and Poverty Reduction,"27,263"
"KORFMANN, GERTRUD & KORFMANN, WOLFRAM",Children and Family Development,"77,886"
"KORNELSEN, HEATHER & KORNELSEN, JONATHAN",Children and Family Development,"44,534"
"KOSCO–DUPLINSKA, INGRID & KOLESAR, RASTISLAV",Children and Family Development,"111,063"
"KOSKELAINEN, PATRICIA MARLENE",Children and Family Development,"45,593"
"KOTANKO, LEAH JANINE & KOTANKO, BRAD",Children and Family Development,"52,526"
"KOTILLA, WENDY",Children and Family Development,"42,000"
"KOTUSOVA, EVA",Children and Family Development,"29,627"
"KOVACH, LINDA MARIE & NIELSEN, KURT FLEMMING",Children and Family Development,"89,261"
"KOZAK, DANIELLE M",Children and Family Development,"150,834"
"KOZAK, LYNETTE & KOZAK, LEONARD",Children and Family Development,"25,104"
"KRECIC, MIRJANA & KRECIC, ZLATKO",Children and Family Development,"362,476"
"KREMLER, ZACHARIAH & KREMLER, LAUNA",Children and Family Development,"29,768"
"KRISHNA, SHEETAL SHIVANI & PRASAD, ABHINESH",Children and Family Development,"153,878"
"KROMBACH, NELLIE",Children and Family Development,"39,263"
"KROMM, BOBBI–JO LAVERNE & KROMM, ALLAN DALE",Children and Family Development,"58,978"
"KRONWITTER, CECELIA ANN",Children and Family Development,"104,188"
"KRUEGER, BARBARA & ROSTEK, CASSANDRA",Children and Family Development,"165,381"
KRUGER NEURO–REHABILITATION,Children and Family Development,"2,798"
KRUGER NEURO–REHABILITATION,Public Safety and Solicitor General,"37,913"
KSAN HOUSE SOCIETY,Attorney General,"83,500"
KSAN HOUSE SOCIETY,Public Safety and Solicitor General,"314,600"
KSAN HOUSE SOCIETY,Social Development and Poverty Reduction,"5,425"
KTUNAXA NATION COUNCIL SOCIETY,"Advanced Education, Skills and Training","331,802"
KTUNAXA NATION COUNCIL SOCIETY,Attorney General,"1,328,600"
KTUNAXA NATION COUNCIL SOCIETY,Children and Family Development,"245,572"
KTUNAXA NATION COUNCIL SOCIETY,"Energy, Mines and Petroleum Resources","282,000"
KTUNAXA NATION COUNCIL SOCIETY,Environment and Climate Change Strategy,"29,500"
KTUNAXA NATION COUNCIL SOCIETY,"Forests, Lands, Natural Resource Operations and Rural Development","240,000"
KTUNAXA NATION COUNCIL SOCIETY,Indigenous Relations and Reconciliation,"15,187,089"
KTUNAXA NATION COUNCIL SOCIETY,Public Safety and Solicitor General,"17,980"
KTUNAXA NATION COUNCIL SOCIETY,Social Development and Poverty Reduction,"7,008"
KTUNAXA/KINBASKET CHILD AND FAMILY SERVICE SOCIETY,Children and Family Development,"4,890,606"
"KUDDLES, EARLY INFANT STIMULATION CENTRE LTD.",Children and Family Development,"397,641"
"KUIPER, CHRISTINA GEPKINA",Children and Family Development,"27,796"
KULDIP COUNSELLING & CONSULTING SERVICES INC.,Attorney General,"107,006"
"KULIK, MICHAEL JOSEPH",Children and Family Development,"35,544"
"KUMAR, SHEILA",Children and Family Development,"73,767"
"KUNZ, CINDY",Children and Family Development,"38,908"
"KUNZ, SHANNON BEVERLY & KUNZ, IVAN DARCY",Children and Family Development,"86,735"
"KUO, WILLIAM L","Tourism, Arts and Culture","31,740"
"KURZ, SHARON I",Children and Family Development,"29,580"
KUTENAI ART THERAPY INSTITUTE ASSOCIATION,Children and Family Development,"27,984"
KUU–US CRISIS LINE SOCIETY,Attorney General,"75,000"
KWADACHA BAND,Indigenous Relations and Reconciliation,"213,525"
KWADACHA NATION,Children and Family Development,"306,668"
KWADACHA NATION,"Energy, Mines and Petroleum Resources","16,666"
KWADACHA NATION,Environment and Climate Change Strategy,"1,500"
KWADACHA NATION,"Forests, Lands, Natural Resource Operations and Rural Development","99,710"
KWADACHA NATION,Indigenous Relations and Reconciliation,"300,000"
KWADACHA NATION,Public Safety and Solicitor General,"83,896"
KWAKIUTL BAND COUNCIL,Children and Family Development,"73,095"
KWAKIUTL BAND COUNCIL,Environment and Climate Change Strategy,"1,500"
KWAKIUTL BAND COUNCIL,"Forests, Lands, Natural Resource Operations and Rural Development","259,500"
KWAKIUTL BAND COUNCIL,Indigenous Relations and Reconciliation,"100,000"
KWAKIUTL BAND EDUCATION,Education,"246,500"
"KWANTES, JEREMY",Children and Family Development,"85,163"
KWANTLEN FIRST NATION,Children and Family Development,-450
KWANTLEN FIRST NATION,Environment and Climate Change Strategy,"45,530"
KWANTLEN FIRST NATION,Indigenous Relations and Reconciliation,"86,508"
KWANTLEN FIRST NATION,Municipal Affairs and Housing,"16,761"
KWANTLEN FIRST NATION,Public Safety and Solicitor General,"1,417"
KWANTLEN PARK SECONDARY SCHOOL P A C,Attorney General,"34,632"
KWANTLEN POLYTECHNIC UNIVERSITY,"Advanced Education, Skills and Training","80,078,417"
KWANTLEN POLYTECHNIC UNIVERSITY,Agriculture,"155,163"
KWANTLEN POLYTECHNIC UNIVERSITY,Children and Family Development,"18,409"
KWANTLEN POLYTECHNIC UNIVERSITY,Public Safety and Solicitor General,"37,200"
KWAW–KWAW–APILT FIRST NATION,Indigenous Relations and Reconciliation,"35,000"
KWIAKAH FIRST NATION,"Forests, Lands, Natural Resource Operations and Rural Development","9,500"
KWIAKAH FIRST NATION,Indigenous Relations and Reconciliation,"36,667"
KWIKWASUT'INUXW HAXWA'MIS FIRST NATION,"Forests, Lands, Natural Resource Operations and Rural Development","1,100,000"
KWIKWASUT'INUXW HAXWA'MIS FIRST NATION,Indigenous Relations and Reconciliation,"257,000"
KWIKWETLEM FIRST NATION,Children and Family Development,"169,579"
KWIKWETLEM FIRST NATION,Environment and Climate Change Strategy,"10,000"
KWIKWETLEM FIRST NATION,"Forests, Lands, Natural Resource Operations and Rural Development","9,500"
KWIKWETLEM FIRST NATION,Indigenous Relations and Reconciliation,"60,000"
KWIKWETLEM FIRST NATION,Public Safety and Solicitor General,"1,228"
"KWON, SAMANTHA",Children and Family Development,"83,517"
KWUMUT LELUM CHILD AND FAMILY SERVICES SOCIETY,Children and Family Development,"4,682,811"
KYAH WIGET EDUCATION SOCIETY,"Advanced Education, Skills and Training","420,783"
KYAH WIGET EDUCATION SOCIETY,Children and Family Development,"142,892"
KYAH WIGET EDUCATION SOCIETY,Education,"307,211"
KYAH WIGET EDUCATION SOCIETY,Indigenous Relations and Reconciliation,"162,000"
L & T SERVICES LTD.,Public Safety and Solicitor General,"75,170"
L & T SERVICES LTD.,Social Development and Poverty Reduction,"141,452"
L & W MULTICULTURAL DEVELOPMENT LTD.,Children and Family Development,"41,672"
L A MATHESON SECONDARY SCHOOL P A C,Attorney General,"26,832"
L'ARCHE COMOX VALLEY,Attorney General,"27,000"
L'ASSOCIATION DE LA GARDERIE DES ENFANTS DE L'ECOLE BILINGUE,Attorney General,"7,500"
L'ASSOCIATION DE LA GARDERIE DES ENFANTS DE L'ECOLE BILINGUE,Children and Family Development,"21,340"
L'ASSOCIATION DES FRANCOPHONES DE NANAIMO,Office of the Premier,"8,000"
L'ASSOCIATION DES FRANCOPHONES DE NANAIMO,Attorney General,"42,000"
L'ASSOCIATION FRANCOPHONE DE KAMLOOPS,Attorney General,"29,000"
L'ECOLE BILINGUE KINDERCARE SOCIETY,Attorney General,"10,750"
L'ECOLE BILINGUE KINDERCARE SOCIETY,Children and Family Development,"42,544"
"L'ESPERANCE, ROXANNE Y",Attorney General,"94,325"
L.I.F.E. RECOVERY ASSOCIATION,Attorney General,"88,000"
L.I.F.E. RECOVERY ASSOCIATION,Social Development and Poverty Reduction,"129,894"
"LA BOUSSOLE, CENTRE COMMUNAUTAIRE SOCIETE",Office of the Premier,"86,000"
LA FEDERATION DES FRANCOPHONES DE LA COLOMBIE–BRITANNIQUE,"Jobs, Trade and Technology","37,500"
LA PRE–MATERNELLE FRANCOPHONE TROTTIN–TROTTINETTE,Children and Family Development,"302,987"
LA SOCIETE DE DEVELOPPEMENT ECONOMIQUE DE LA C.–B. (SDECB),Office of the Premier,"111,450"
LA SOCIETE DE LA GARDERIE ET DE LA PREMATERNELLE FRANCOPHONES DE VICTORIA,Children and Family Development,"101,084"
LA SOCIETE DE LA GARDERIE ET DE LA PREMATERNELLE LES MOUSSAILLONS,Attorney General,"14,400"
LA SOCIETE DE LA GARDERIE ET DE LA PREMATERNELLE LES MOUSSAILLONS,Children and Family Development,"48,895"
LA SOCIETE DE LES ENFANTS MICHIF,Children and Family Development,"9,579,584"
LA SOCIETE DU COMITE DES PARENTS DE LA COCCINELLE,Attorney General,"8,400"
LA SOCIETE DU COMITE DES PARENTS DE LA COCCINELLE,Children and Family Development,"28,141"
LA SOCIETE FRANCOPHONE DE VICTORIA,Attorney General,"27,000"
LA SOCIETE FRANCOPHONE DE VICTORIA,"Tourism, Arts and Culture","4,000"
LA SOCIETE PRE–MATERNELLE LES P'TITS LUTINS,Attorney General,"20,000"
LA SOCIETE PRE–MATERNELLE LES P'TITS LUTINS,Children and Family Development,"171,128"
LA SOCIETE PRE–MATERNELLE LES PETITS DU PACIFIQUE,Attorney General,"5,600"
LA SOCIETE PRE–MATERNELLE LES PETITS DU PACIFIQUE,Children and Family Development,"22,226"
LA SOCIETE RESO SANTE COLOMBIE–BRITANNIQUE,Office of the Premier,"84,000"
"LABBEE, LINDA MARIE SIMONE & ROWE, MICHAEL J",Children and Family Development,"32,719"
"LABELLE, CHERYL & LABELLE, KIM",Children and Family Development,"76,735"
"LACOMBE, CHARLENE",Children and Family Development,"84,556"
LADNER AMATEUR BASEBALL ASSOCIATION,Attorney General,"25,000"
LADYBUG LANE CHILDCARE LTD.,Children and Family Development,"92,875"
LADYSMITH & DISTRICT MARINE RESCUE SOCIETY,Attorney General,"44,500"
LADYSMITH BASEBALL ASSOCIATION,Attorney General,"25,200"
LADYSMITH FAMILY & FRIENDS SOCIETY,Attorney General,"41,800"
LADYSMITH FAMILY & FRIENDS SOCIETY,Children and Family Development,"38,410"
LADYSMITH FESTIVAL OF LIGHTS SOCIETY,Attorney General,"38,000"
LADYSMITH MARITIME SOCIETY,Attorney General,"182,225"
LADYSMITH RESOURCES CENTRE ASSOCIATION,Attorney General,"50,000"
LADYSMITH RESOURCES CENTRE ASSOCIATION,Children and Family Development,"128,631"
LADYSMITH RESOURCES CENTRE ASSOCIATION,Public Safety and Solicitor General,"65,551"
LAFARGE CANADA INC.,Environment and Climate Change Strategy,"2,484,000"
"LAFLAMME SNOW, CONNIE",Children and Family Development,"131,602"
"LAFLEUR, CHARMAINE & PETRONE, ROBERT",Children and Family Development,"39,910"
"LAFONTAINE, KATHRYN & LAFONTAINE, DAVID",Children and Family Development,"42,629"
"LAFORTUNE, LAURA & LAFORTUNE, JOEL",Children and Family Development,"30,896"
"LAFRANCE, STEPHANIE & LAFRANCE, SERGE",Children and Family Development,"54,135"
"LAFRENIERE, MELISSA A K",Children and Family Development,"37,676"
"LAGAN, MARGARET & LAGAN, KEVIN",Children and Family Development,"53,859"
"LAGUNZAD, LEONORA ANOVER",Children and Family Development,"25,145"
"LAIB, CAROL & LAIB, ARTHUR",Children and Family Development,"44,800"
LAICHWILTACH FAMILY LIFE SOCIETY,Children and Family Development,"1,335,617"
LAICHWILTACH FAMILY LIFE SOCIETY,Public Safety and Solicitor General,"86,490"
LAICH–KWIL–TACH TREATY SOCIETY,Indigenous Relations and Reconciliation,"150,000"
LAKE BABINE NATION,"Advanced Education, Skills and Training","369,180"
LAKE BABINE NATION,Children and Family Development,"292,274"
LAKE BABINE NATION,Education,"424,067"
LAKE BABINE NATION,"Energy, Mines and Petroleum Resources","138,124"
LAKE BABINE NATION,Environment and Climate Change Strategy,"11,500"
LAKE BABINE NATION,"Forests, Lands, Natural Resource Operations and Rural Development","23,500"
LAKE BABINE NATION,Indigenous Relations and Reconciliation,"1,996,098"
LAKE BABINE NATION,Public Safety and Solicitor General,"56,176"
LAKE BABINE NATION FORESTRY SERVICES LIMITED PARTNERSHIP,Indigenous Relations and Reconciliation,"525,000"
LAKE CITY SECONDARY SCHOOL PAC,Attorney General,"31,656"
LAKE CITY SECONDARY SCHOOL PAC,Children and Family Development,445
LAKE COUNTRY FOOD ASSISTANCE SOCIETY,Attorney General,"70,000"
LAKE COUNTRY HEALTH PLANNING SOCIETY,Attorney General,"34,500"
LAKE COUNTRY LEARNING COMMUNITY LTD.,Social Development and Poverty Reduction,"154,602"
LAKE COUNTRY NATIVE ASSOCIATION,Children and Family Development,"35,851"
LAKE COWICHAN FIRST NATION,Children and Family Development,"20,000"
LAKE COWICHAN FIRST NATION,Environment and Climate Change Strategy,"59,040"
LAKE COWICHAN FIRST NATION,Indigenous Relations and Reconciliation,"85,000"
LAKE TRAIL COMMUNITY EDUCATION SOCIETY,Attorney General,"34,500"
LAKEHILL SOCCER ASSOCIATION,Attorney General,"60,000"
LAKES DISTRICT ABORIGINAL TRAINING TO EMPLOYMENT SOCIETY,"Advanced Education, Skills and Training","379,932"
LAKES DISTRICT ABORIGINAL TRAINING TO EMPLOYMENT SOCIETY,Indigenous Relations and Reconciliation,"40,000"
LAKES DISTRICT COMMUNITY SERVICES SOCIETY,Children and Family Development,"124,539"
LAKES DISTRICT FAMILY ENHANCEMENT SOCIETY,"Advanced Education, Skills and Training","1,899"
LAKES DISTRICT FAMILY ENHANCEMENT SOCIETY,Attorney General,"90,000"
LAKES DISTRICT FAMILY ENHANCEMENT SOCIETY,Children and Family Development,"63,098"
"LAKHANI, ANUSHKA",Children and Family Development,"34,948"
"LAKUSTA, WENDY C",Attorney General,"60,465"
"LAL, KARRA L",Children and Family Development,"85,134"
"LALANI–MCCORMACK, RIZWANA",Children and Family Development,"39,406"
LALUM'UTUL SMUN'EEM CHILD & FAMILY SERVICES,Children and Family Development,"2,963,903"
"LAM, WAN SIN WINSY",Children and Family Development,"312,162"
"LAMARRE, DOROTHY ANTOINETTE",Children and Family Development,"71,186"
LAMBRICK PARK CHURCH,Children and Family Development,"104,269"
LAND TRUST ALLIANCE OF BC,Attorney General,"35,500"
"LAND, CHRISTINE BARBARA",Children and Family Development,"34,485"
"LANDER, TONI MARIE",Children and Family Development,"49,956"
"LANDERS, LORRIE ANNE",Children and Family Development,"93,514"
"LANDSBERGER, CORINNA & LANDSBERGER, RALF",Children and Family Development,"33,819"
"LANDSGAARD, BONNIE",Children and Family Development,"73,900"
"LANG, TRICIA",Children and Family Development,"25,280"
LANGARA COLLEGE,"Advanced Education, Skills and Training","49,367,586"
LANGARA COLLEGE,Children and Family Development,"654,880"
LANGARA COLLEGE,Education,"26,045"
"LANGDON, KYM LEANNA & LANGDON, TERRANCE CALVIN",Children and Family Development,"56,137"
LANGLEY ALANO CLUB,Attorney General,"30,000"
LANGLEY ARTS COUNCIL,"Tourism, Arts and Culture","29,500"
LANGLEY CARE SOCIETY,Social Development and Poverty Reduction,"25,708"
LANGLEY CENTENNIAL MUSEUM & NATIONAL EXHIBITION CENTRE,"Tourism, Arts and Culture","47,200"
LANGLEY CHRISTIAN SCHOOL SOCIETY,Children and Family Development,"10,228"
LANGLEY CHRISTIAN SCHOOL SOCIETY,Education,"5,720,661"
LANGLEY COMMUNITY MUSIC SCHOOL,Attorney General,"55,000"
LANGLEY COMMUNITY MUSIC SCHOOL,Children and Family Development,571
LANGLEY COMMUNITY MUSIC SCHOOL,"Tourism, Arts and Culture","32,100"
LANGLEY COMMUNITY SERVICES SOCIETY,Attorney General,"105,306"
LANGLEY COMMUNITY SERVICES SOCIETY,Children and Family Development,"1,725,148"
LANGLEY COMMUNITY SERVICES SOCIETY,"Jobs, Trade and Technology","10,000"
LANGLEY COMMUNITY SERVICES SOCIETY,"Tourism, Arts and Culture","16,500"
LANGLEY FIGURE SKATING CLUB,Attorney General,"40,000"
LANGLEY GIRLS SOCCER ASSOCIATION,Attorney General,"70,000"
LANGLEY GIRLS SOFTBALL ASSOCIATION,Attorney General,"30,000"
LANGLEY GYMNASTICS FOUNDATION,Attorney General,"42,000"
LANGLEY GYMNASTICS FOUNDATION,Children and Family Development,"12,878"
LANGLEY HOSPICE SOCIETY,Attorney General,"94,000"
LANGLEY MINOR HOCKEY ASSOCIATION,Attorney General,"100,000"
LANGLEY MINOR LACROSSE ASSOCIATION,Attorney General,"42,100"
LANGLEY SENIOR RESOURCES SOCIETY,Attorney General,"100,000"
LANGLEY UKULELE ASSOCIATION,Attorney General,"37,000"
LANGLEY UNITED YOUTH SOCCER ASSOCIATION,Attorney General,"100,000"
LANGUAGE LINE SERVICES CANADA INC.,Children and Family Development,"168,487"
"LANSDOWNE, DANIEL DAVID & TAYLOR, ELIZABETH",Children and Family Development,"100,873"
"LANTAIGNE, MICHELLE",Children and Family Development,"52,992"
LAPIS INVESTMENT LTD.,Public Safety and Solicitor General,"68,491"
"LAQUERRE, JARET",Children and Family Development,"56,208"
LARK CARE (LAUREL) OPERATIONS LTD.,Social Development and Poverty Reduction,"74,521"
"LARKIN, SEAN DAVID & LARKIN, LISA SHARON",Children and Family Development,"52,953"
"LARKINS, SHARON",Children and Family Development,"29,439"
"LAROSE, FRANCOIS & QUIBELL, KATHERINE",Children and Family Development,"66,969"
"LAROSE, GAITANNE MARIEANGE",Children and Family Development,"31,420"
"LAROUCHE, SUSAN LAURA MARIE",Children and Family Development,"27,412"
LAST DOOR RECOVERY CENTRE,Attorney General,"85,000"
LAST DOOR RECOVERY CENTRE,Mental Health and Addictions,"150,000"
LATINCOUVER CULTURAL & BUSINESS SOCIETY,Attorney General,"33,600"
LATINCOUVER CULTURAL & BUSINESS SOCIETY,"Tourism, Arts and Culture","4,000"
"LATTIE, LAUREL",Children and Family Development,"28,777"
"LAU, MICHELLE TERESA",Children and Family Development,"42,031"
"LAU, WING KAM",Children and Family Development,"46,083"
LAUGH AND LEARN CHILDREN CENTRE LTD.,Children and Family Development,"83,115"
LAUNCHING PAD ADDICTION REHABILITATION SOCIETY,Attorney General,"100,000"
LAUNCHING PAD ADDICTION REHABILITATION SOCIETY,Social Development and Poverty Reduction,"187,158"
"LAVELL, SHANNON LEA",Children and Family Development,"29,875"
LAW FOUNDATION OF BC,Attorney General,"4,858,000"
LAWRENCE P. WIEBE M.D. INC.,Health,"91,667"
LAX KW'ALAAMS BAND,Environment and Climate Change Strategy,"10,000"
LAX KW'ALAAMS BAND,"Forests, Lands, Natural Resource Operations and Rural Development","50,000"
LAX KW'ALAAMS BAND,Indigenous Relations and Reconciliation,"996,667"
LAX KW'ALAAMS BUSINESS DEVELOPMENT LTD.,Environment and Climate Change Strategy,"11,500"
LAX KW'ALAAMS BUSINESS DEVELOPMENT LTD.,Indigenous Relations and Reconciliation,"922,794"
LAX KW'ALAAMS FIRST NATION,Indigenous Relations and Reconciliation,"590,000"
LAX KW'ALAAMS INDIAN BAND,Children and Family Development,"10,000"
LAX KW'ALAAMS INDIAN BAND,Indigenous Relations and Reconciliation,"22,738"
LAYRITZ LITTLE LEAGUE BASEBALL ASSOCIATION,Attorney General,"25,000"
LDABC THE LEARNING CURVE SOCIETY,Attorney General,"193,500"
LDABC THE LEARNING CURVE SOCIETY,Children and Family Development,"2,668"
LE CERCLE DES CANADIENS–FRANCAIS DE PRINCE GEORGE,Attorney General,"30,000"
LE CERCLE DES CANADIENS–FRANCAIS DE PRINCE GEORGE,Children and Family Development,"14,946"
LE CLUB BON ACCUEIL,Attorney General,"6,000"
LE CLUB BON ACCUEIL,Children and Family Development,"37,631"
LE MINISTRE DES FINANCES DU QUEBEC,Health,"2,082,013"
"LE PATEZOUR, CELINE N",Children and Family Development,"116,105"
"LE STAGE, LORI",Children and Family Development,"40,561"
"LEACHMAN, JANE E",Children and Family Development,"37,356"
LEADERS IN EDUCATION GROUP INC.,Children and Family Development,"213,839"
LEADERSHIP VICTORIA,Attorney General,"25,000"
"LEAHY, GERALD PATRICK & LEAHY, JANET COLLEEN",Children and Family Development,"108,065"
LEAPIN LIZARD'S DAYCARES INC.,Children and Family Development,"92,015"
LEARN AND LAUGH ACADEMY LTD.,Children and Family Development,"33,017"
LEARNING BUDDIES NETWORK OF THE LOWER MAINLAND SOCIETY,Attorney General,"26,000"
LEARNING DIFFERENCES CENTRE SOCIETY OF BC,Attorney General,"52,000"
